0	#	Родитель	#	0 	@
..........	#	Заведующий аспирантурой	#	1,00 	@
..........	#	Ученый секретарь совета	#	0,50 	@
2.2.1.	#	Институт целевой подготовки "Консоль"	#	2,00 	@
..........	#	Директор	#	1,00 	@
..........	#	Секретарь руководителя	#	1,00 	@
2.2.2.	#	АРХИТЕКТУРНО-СТРОИТЕЛЬНЫЙ ФАКУЛЬТЕТ	#	151,00 	@
..........	#	Декан факультета с численностью обучающихся свыше 1000	#	1,00 	@
..........	#	Специалист по учебно-методической работе 2 категории	#	3,00 	@
..........	#	Диспетчер факультета	#	0,75 	@
2.2.2.1.	#	КАФЕДРА Технология строительных конструкций и строительных материалов	#	18,50 	@
..........	#	Заведующий лабораторией	#	1,00 	@
..........	#	Заведующий лабораторией секции химии	#	1,00 	@
..........	#	Заведующий лабораторией металловедения и сварки	#	1,00 	@
..........	#	Заведующий лабораторией оптимизации технологических процессов	#	1,00 	@
..........	#	Заведующий кафедрой, к.н., имеющий звание доцент	#	1,00 	@
..........	#	Профессор, д.н., имеющий уч.звание "профессор"	#	1,00 	@
..........	#	Профессор, к.н., имеющий уч.звание "профессор"	#	0,25 	@
..........	#	Доцент, к.н.	#	1,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	5,50 	@
..........	#	Ст. преподаватель	#	0,50 	@
..........	#	Ассистент	#	2,75 	@
..........	#	Обслуживающий персонал	#	2,50 	@
..........	#	Старший лаборант	#	2,00 	@
..........	#	Инженер 1 категории	#	0,50 	@
2.2.2.2.	#	КАФЕДРА Строительных конструкций	#	26,75 	@
..........	#	Заведующий лабораторией	#	3,00 	@
..........	#	Заведующий кафедрой, к.н., имеющий звание доцент	#	1,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	8,75 	@
..........	#	Доцент, к.н.	#	3,00 	@
..........	#	Ст. преподаватель, к.н.	#	1,00 	@
..........	#	Ст. преподаватель	#	2,00 	@
..........	#	Ассистент	#	5,00 	@
..........	#	Старший лаборант	#	3,00 	@
2.2.2.3.	#	КАФЕДА Технологии, организации и управления строительством	#	20,25 	@
..........	#	Заведующий лабораторией	#	1,00 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н., имеющий уч.звание "профессор"	#	1,75 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	8,00 	@
..........	#	Доцент, к.н.	#	1,00 	@
..........	#	Ст. преподаватель	#	2,50 	@
..........	#	Ассистент	#	1,75 	@
..........	#	Старший лаборант	#	3,25 	@
2.2.2.4.	#	КАФЕДРА Геотехники и конструктивных элементов зданий	#	24,25 	@
..........	#	Заведующий лабораторией	#	1,00 	@
..........	#	Заведующий кафедрой, к.н., имеющий звание доцент	#	1,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	6,50 	@
..........	#	Доцент, к.н.	#	0,50 	@
..........	#	Доцент	#	2,50 	@
..........	#	Ст. преподаватель	#	8,25 	@
..........	#	Ассистент	#	2,50 	@
..........	#	Старший лаборант	#	2,00 	@
2.2.2.5.	#	КАФЕДРА Геометрического и компьютерного моделирования энергосберегающих зданий	#	9,00 	@
..........	#	Заведующий лабораторией компьютерной графики	#	1,00 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, к.н.	#	0,50 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	2,00 	@
..........	#	Ст. преподаватель	#	1,25 	@
..........	#	Ассистент	#	2,25 	@
..........	#	Старший лаборант	#	1,00 	@
2.2.2.6.	#	КАФЕДРА Градостроительства	#	27,75 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н., имеющий уч.звание "профессор"	#	0,25 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	1,00 	@
..........	#	Доцент, к.н.	#	3,00 	@
..........	#	Доцент	#	1,75 	@
..........	#	Ст. преподаватель	#	12,50 	@
..........	#	Ассистент	#	5,25 	@
..........	#	Старший лаборант	#	2,00 	@
..........	#	Лаборант лаборатории декоративной дендрологии	#	1,00 	@
2.2.2.7.	#	КАФЕДРА Основ архитектуры и изобразительного искусства	#	9,50 	@
..........	#	Заведующий кафедрой, к.н., имеющий звание доцент	#	1,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	0,25 	@
..........	#	Доцент, к.н.	#	0,50 	@
..........	#	Ст. преподаватель, к.н.	#	0,50 	@
..........	#	Ст. преподаватель	#	4,00 	@
..........	#	Ассистент	#	2,25 	@
..........	#	Старший лаборант	#	1,00 	@
2.2.2.8.	#	КАФЕДРА Механики и сейсмостойкости сооружений	#	10,25 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н., имеющий уч.звание "профессор"	#	0,25 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	1,25 	@
..........	#	Доцент, к.н.	#	1,25 	@
..........	#	Ст. преподаватель	#	2,50 	@
..........	#	Ассистент	#	2,00 	@
..........	#	Старший лаборант лаборатории динамичных характеристик сооружений	#	2,00 	@
2.2.3.	#	ФАКУЛЬТЕТ ВОДНЫХ РЕСУРСОВ И ЭНЕРГЕТИКИ	#	88,25 	@
..........	#	Декан факультета с численностью обучающихся до 500	#	1,00 	@
..........	#	Диспетчер факультета	#	0,50 	@
..........	#	Специалист по учебно-методической работе 2 категории	#	2,00 	@
2.2.3.1.	#	КАФЕДРА Высшей математики и информатики	#	17,75 	@
..........	#	Заведующий лабораторией информатики	#	1,00 	@
..........	#	Заведующий лабораторией технологических средств дистанционного обучения	#	1,00 	@
..........	#	Заведующий кафедрой, к.н., имеющий звание доцент	#	0,50 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	2,00 	@
..........	#	Доцент, к.н.	#	1,00 	@
..........	#	Ст. преподаватель	#	5,25 	@
..........	#	Ассистент	#	3,00 	@
..........	#	Старший лаборант	#	4,00 	@
2.2.3.2.	#	КАФЕДРА Водоснабжения, водоотведения и санитарной техники	#	13,00 	@
..........	#	Заведующий лабораторией химии и технологии воды	#	1,00 	@
..........	#	Заведующий лабораторией видео мультимедийных технологий	#	1,00 	@
..........	#	Заведующий лабораторией автоматического проектирования	#	1,00 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	3,00 	@
..........	#	Ст. преподаватель	#	5,00 	@
..........	#	Старший лаборант лаборатории систем автоматического проектирования	#	1,00 	@
2.2.3.3.	#	КАФЕДРА Теплогазоснабжения и вентиляции	#	19,50 	@
..........	#	Заведующий лабораторией теплогазоснабжения и вентиляции	#	1,00 	@
..........	#	Заведующий лабораторией инновационных технологий	#	1,00 	@
..........	#	Заведующий лабораторией теплотехники	#	1,00 	@
..........	#	Заведующий лабораторией автоматического проектирования систем теплогазоснабжения и вентиляции	#	1,00 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н., имеющий уч.звание "профессор"	#	2,50 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	4,25 	@
..........	#	Доцент, к.н.	#	1,25 	@
..........	#	Доцент	#	1,00 	@
..........	#	Ст. преподаватель, к.н.	#	1,00 	@
..........	#	Ст. преподаватель	#	2,00 	@
..........	#	Ассистент	#	2,50 	@
2.2.3.4.	#	КАФЕДРА Природообустройства и водопользования	#	16,75 	@
..........	#	Заведующий лабораторией компьютерных технологий проектирования	#	1,00 	@
..........	#	Заведующий лабораторией гидравлики и гидротехнических сооружений	#	1,00 	@
..........	#	Заведующий лабораторией охраны труда	#	1,00 	@
..........	#	Заведующий кафедрой, к.н., имеющий звание доцент	#	1,00 	@
..........	#	Профессор, д.н., имеющий уч.звание "профессор"	#	1,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	4,25 	@
..........	#	Доцент, к.н.	#	1,00 	@
..........	#	Ст. преподаватель, к.н.	#	1,00 	@
..........	#	Ст. преподаватель	#	3,75 	@
..........	#	Ассистент	#	0,75 	@
..........	#	Старший лаборант лаборатории безопасности жизнедеятельности	#	1,00 	@
2.2.3.5.	#	КАФЕДРА Социально-гуманитарных наук	#	5,75 	@
..........	#	Заведующий кафедрой, к.н., имеющий звание доцент	#	1,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	1,00 	@
..........	#	Ст. преподаватель	#	1,75 	@
..........	#	Старший лаборант	#	2,00 	@
2.2.3.6.	#	КАФЕДРА Физического воспитания	#	12,00 	@
..........	#	Заведующий кафедрой, к.н., имеющий звание доцент	#	1,00 	@
..........	#	Ст. преподаватель	#	8,00 	@
..........	#	Ассистент	#	1,00 	@
..........	#	Старший лаборант	#	2,00 	@
2.2.4.	#	Центр дополнительного образования	#	4,25 	@
..........	#	Начальник центра	#	1,00 	@
..........	#	Ведущий специалист по учебно-методической работе 	#	3,25 	@
2.2.5.	#	ОТДЕЛ ПЛАНИРОВАНИЯ УЧЕБНОГО ПРОЦЕССА	#	7,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий специалист по учебно-методической работе 	#	1,00 	@
..........	#	Специалист по учебно-методической работе 2 категории	#	3,00 	@
..........	#	Специалист по учебно-методической работе 1 категории	#	2,00 	@
2.2.6.	#	ЦЕНТР ДИПЛОМНОГО ПРОЕКТИРОВАНИЯ	#	2,00 	@
..........	#	Начальник центра	#	1,00 	@
..........	#	Старший лаборант	#	1,00 	@
2.2.7.	#	УЧЕБНО-МЕТОДИЧЕСКИЙ ОТДЕЛ	#	5,00 	@
..........	#	 Начальник отдела 	#	1,00 	@
..........	#	Специалист по учебно-методической работе 1 категории	#	2,00 	@
..........	#	Ведущий специалист по учебно-методической работе 	#	2,00 	@
2.2.8.	#	МЕЖДУНАРОДНЫЙ ЦЕНТР	#	13,00 	@
..........	#	Начальник центра	#	1,00 	@
2.2.8.1.	#	КАФЕДРА Языковой подготовки и специальных дисциплин	#	12,00 	@
..........	#	Заведующий кафедрой, к.н., имеющий звание доцент	#	1,00 	@
..........	#	Ст. преподаватель	#	3,00 	@
..........	#	Ассистент	#	1,00 	@
..........	#	Уборщик служебных помещений	#	1,00 	@
..........	#	Дежурный по общежитию	#	3,00 	@
..........	#	Старший инспектор	#	1,00 	@
..........	#	Старший лаборант	#	1,00 	@
..........	#	Инспектор	#	1,00 	@
2.2.9.	#	ИНФОРМАЦИОННО-ВЫЧИСЛИТЕЛЬНЫЙ ЦЕНТР	#	14,00 	@
..........	#	Начальник центра	#	1,00 	@
..........	#	Заведующий лабораторией	#	3,00 	@
..........	#	Ведущий инженер	#	2,00 	@
..........	#	Инженер 1 категории	#	2,00 	@
..........	#	Инженер 	#	1,00 	@
..........	#	Оператор электронно-вычислительных и вычислительных машин 2 разряда	#	3,00 	@
..........	#	Старший лаборант	#	2,00 	@
2.2.1...........	#	ЦЕНТР СОЦИАЛЬНО-ВОСПИТАЛЬНОЙ И КУЛЬТУРНОЙ РАБОТЫ	#	2,00 	@
..........	#	Начальник центра	#	1,00 	@
..........	#	Культорганизатор	#	1,00 	@
2.2.11.	#	Административно-хозяйственный отдел	#	123,00 	@
..........	#	Рабочий по комплексному обслуживанию и ремонту зданий 2,3 разряда	#	3,00 	@
..........	#	Рабочий по комплексному обслуживанию и ремонту зданий 4 разряда	#	1,00 	@
..........	#	Электрогазосварщик 4 разряда	#	1,00 	@
..........	#	Водитель автомобиля	#	4,00 	@
..........	#	Садовник	#	3,50 	@
..........	#	Гардеробщик 	#	4,50 	@
..........	#	Уборщик служебных помещений	#	32,00 	@
..........	#	Дворник	#	6,00 	@
..........	#	Сторож	#	23,00 	@
..........	#	Дежурный по общежитию	#	9,00 	@
..........	#	Заведующий общежитием 	#	2,00 	@
..........	#	Ведущий инженер по организации труда	#	1,00 	@
..........	#	Главный инженер 	#	1,00 	@
..........	#	Комендант 	#	4,00 	@
..........	#	Ведущий инженер 	#	1,00 	@
..........	#	Инженер по автоматизации и механизации производственных процесов 2 категории	#	1,00 	@
..........	#	Энергетик	#	1,00 	@
..........	#	Электромонтер по ремонту и обслуживанию электрооборудования 3 разряда	#	1,00 	@
..........	#	Электромонтер по ремонту и обслуживанию электрооборудования 4,5 разряда	#	2,00 	@
..........	#	Электромонтер по ремонту и обслуживанию электрооборудования 6 разряда	#	1,00 	@
..........	#	Электромонтер по ремонту и обслуживанию аппаратуры и устройств связи 3 разряда	#	1,00 	@
..........	#	Слесарь-сантехник 	#	4,00 	@
..........	#	Слесарь-сантехник 4,5 разряда	#	2,00 	@
..........	#	Плотник 2,3 разряда	#	2,00 	@
..........	#	Плотник 4 разряда	#	1,00 	@
..........	#	Паспортист	#	1,00 	@
..........	#	Заведующий складом	#	1,00 	@
..........	#	Заведующий камерой хранения	#	0,50 	@
..........	#	Ведущий специалист по охране труда	#	1,00 	@
..........	#	Ведущий инженер пожарной охраны	#	1,00 	@
..........	#	Ведущий специалист 	#	1,00 	@
..........	#	Ведущий инженер по гражданской обороне и чрезвычайным ситуациям	#	1,00 	@
..........	#	Кастелянша	#	2,00 	@
..........	#	Лифтер	#	1,50 	@
..........	#	Специалист	#	1,00 	@
2.2.12.	#	НАУЧНО-ИССЛЕДОВАТЕЛЬСКАЯ ЧАСТЬ	#	20,50 	@
..........	#	Начальник 	#	1,00 	@
..........	#	Заместитель начальника 	#	1,00 	@
..........	#	Главный научный сотрудник, имеющий ученую степень доктора наук и почетное звание лауреата Государственной премии или членство в Российской академии наук	#	0,50 	@
..........	#	Ведущий научный сотрудник, имеющий ученую степень доктор наук	#	0,50 	@
..........	#	Ведущий научный сотрудник, имеющий ученую степень доктор наук	#	1,00 	@
..........	#	Старший научный сотрудник, имеющий ученую степень доктор наук	#	0,50 	@
..........	#	Старший научный сотрудник, имеющий ученую степень кандидат наук	#	5,50 	@
..........	#	Научный сотрудник	#	5,50 	@
..........	#	Младший научный сотрудник	#	3,50 	@
..........	#	Инженер 1 категории	#	1,50 	@
2.3.	#	Институт сейсмологии и геодинамики	#	86,00 	@
..........	#	Директор	#	1,00 	@
..........	#	Заместитель директора 	#	1,00 	@
..........	#	Заместитель директора 	#	1,00 	@
..........	#	Главный инженер	#	1,00 	@
2.3.1.	#	Лаборатория региональной сейсмичности и процессов в очагах	#	8,00 	@
..........	#	Ведущий научный сотрудник, имеющий ученую степень доктор наук	#	1,00 	@
..........	#	Старший научный сотрудник, имеющий ученую степень кандидат наук	#	1,00 	@
..........	#	Научный сотрудник	#	2,00 	@
..........	#	Младший научный сотрудник	#	1,00 	@
..........	#	Инженер 1 категории	#	2,00 	@
..........	#	Техник 1 категории	#	1,00 	@
2.3.2.	#	Лаборатория сейсмотектоники и геодинамики	#	8,00 	@
..........	#	Заведующий Лабораторией	#	1,00 	@
..........	#	Старший научный сотрудник, имеющий ученую степень кандидат наук	#	1,00 	@
..........	#	Инженер 1 категории 	#	3,00 	@
..........	#	Инженер 2 категории	#	1,00 	@
..........	#	Техник 1 категории	#	2,00 	@
2.3.3.	#	Лаборатория инженерно-сейсмологических исследований	#	11,00 	@
..........	#	Заведующий лабораторией	#	1,00 	@
..........	#	Научный сотрудник	#	1,00 	@
..........	#	Младший научный сотрудник	#	1,00 	@
..........	#	Ведущий инженер	#	2,00 	@
..........	#	Инженер 1 категории 	#	3,00 	@
..........	#	Инженер 2 категории	#	1,00 	@
..........	#	Техник 1 категории	#	2,00 	@
2.3.4.	#	Лаборатория сводной обработки и срочных донесений	#	4,00 	@
..........	#	Ведущий геофизик	#	2,00 	@
..........	#	Ведущий инженер	#	1,00 	@
..........	#	Инженер 2 категории	#	1,00 	@
2.3.5.	#	Геофизическая обсерватория	#	46,00 	@
2.3.5.1.	#	Центральная сейсмическая станция "Симферополь"	#	11,00 	@
..........	#	Начальник станции	#	1,00 	@
..........	#	Ведущий геофизик	#	1,00 	@
..........	#	Инженер 1 категории	#	3,00 	@
..........	#	Инженер 2 категории	#	1,50 	@
..........	#	Техник 1 категории	#	2,50 	@
..........	#	Уборщик служебных помещений	#	1,00 	@
..........	#	Подсобный рабочий	#	1,00 	@
2.3.5.2.	#	Сейсмическая станция "Ялта"	#	7,00 	@
..........	#	Начальник станции	#	1,00 	@
..........	#	Инженер 2 категории	#	3,00 	@
..........	#	Техник 1 категории	#	1,00 	@
..........	#	Уборщик служебных помещений	#	1,00 	@
..........	#	Подсобный рабочий	#	1,00 	@
2.3.5.3.	#	Сейсмическая станция "Алушта"	#	4,50 	@
..........	#	Начальник станции	#	1,00 	@
..........	#	Техник 1 категории	#	2,00 	@
..........	#	Уборщик служебных помещений	#	0,50 	@
..........	#	Подсобный рабочий	#	1,00 	@
2.3.5.4.	#	Сейсмическая станция "Севастополь"	#	7,00 	@
..........	#	Начальник станции	#	1,00 	@
..........	#	Ведущий инженер	#	1,00 	@
..........	#	Инженер 1 категории	#	1,00 	@
..........	#	Геофизик 2 категории	#	1,00 	@
..........	#	Техник 1 категории	#	2,00 	@
..........	#	Подсобный рабочий	#	1,00 	@
2.3.5.5.	#	Сейсмическая станция "Феодосия"	#	5,50 	@
..........	#	Начальник станции	#	1,00 	@
..........	#	Инженер 2 категории	#	2,00 	@
..........	#	Техник 1 категории	#	1,00 	@
..........	#	Уборщик служебных помещений	#	0,50 	@
..........	#	Подсобный рабочий	#	1,00 	@
2.3.5.6.	#	Сейсмическая станция "Судак"	#	4,00 	@
..........	#	Начальник станции	#	1,00 	@
..........	#	Инженер 2 категории	#	2,00 	@
..........	#	Подсобный рабочий	#	1,00 	@
2.3.5.7.	#	Сейсмическая станция "Керчь"	#	2,00 	@
..........	#	Начальник станции	#	1,00 	@
..........	#	Техник 1 категории	#	1,00 	@
2.3.5.8.	#	Стационарные и временные пункты сейсмических наблюдений	#	2,00 	@
..........	#	Техник 1 категории	#	1,00 	@
..........	#	Сторож	#	1,00 	@
2.3.5.9.	#	Группа программно-аппаратурного обеспечения	#	3,00 	@
..........	#	Инженер 1 категории	#	3,00 	@
2.3.6.	#	Группа эксплуатационно-технического обслуживания и материального обеспечения	#	5,00 	@
..........	#	Водитель автомобиля	#	3,00 	@
..........	#	Уборщик служебных помещений	#	1,00 	@
..........	#	Подсобный рабочий	#	1,00 	@
2.4.	#	Медицинская академия им. С.И.Георгиевского 	#	1 490,00 	@
..........	#	Директор	#	1,00 	@
..........	#	Первый заместитель директора по учебно-методической работе	#	1,00 	@
..........	#	Заместитель директора по лечебной работе	#	1,00 	@
..........	#	Заместитель директора по гуманитарному образованию и воспитательной работе	#	1,00 	@
..........	#	Заместитель директора международным связям	#	1,00 	@
..........	#	Заместитель директора по административно-хозяйственной работе	#	1,00 	@
..........	#	Заместитель директора по научной работе	#	1,00 	@
..........	#	Советник директора	#	1,00 	@
..........	#	Главный инженер	#	1,00 	@
..........	#	Ученый секретарь	#	0,50 	@
..........	#	Заведующий интернатурой	#	0,50 	@
..........	#	Заведующий аспирантурой	#	1,00 	@
..........	#	Инспектор ученого совета	#	1,00 	@
2.4.1.	#	1-й МЕДИЦИНСКИЙ ФАКУЛЬТЕТ	#	208,50 	@
..........	#	Декан факультета с численностью обучающихся свыше 1000	#	1,00 	@
2.4.1.1.	#	КАФЕДРА АКУШЕРСТВА И ГИНЕКОЛОГИИ №1	#	12,50 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н.	#	0,50 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	6,00 	@
..........	#	Доцент, к.н.	#	1,25 	@
..........	#	Ассистент	#	0,50 	@
..........	#	Старший лаборант	#	1,25 	@
..........	#	Лаборант	#	2,00 	@
2.4.1.2.	#	КАФЕДРА БИОХИМИИ	#	17,75 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н., имеющий уч.звание "профессор"	#	1,25 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	1,00 	@
..........	#	Ст. преподаватель, к.н.	#	1,75 	@
..........	#	Ассистент, к.н.	#	2,00 	@
..........	#	Ассистент 	#	4,75 	@
..........	#	Старший лаборант	#	2,75 	@
..........	#	Лаборант	#	3,25 	@
2.4.1.3.	#	КАФЕДРА ВНУТРЕННЕЙ МЕДИЦИНЫ № 1 С КУРСОМ КЛИНИЧЕСКОЙ ФАРМАКОЛОГИИ	#	26,50 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н., имеющий уч.звание "профессор"	#	1,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	7,00 	@
..........	#	Доцент, к.н.	#	2,50 	@
..........	#	Ассистент, к.н.	#	4,00 	@
..........	#	Ассистент 	#	5,50 	@
..........	#	Старший лаборант	#	2,75 	@
..........	#	Лаборант	#	2,75 	@
2.4.1.4.	#	КАФЕДРА ДЕТСКОЙ ХИРУРГИИ С КУРСОМ УРОЛОГИИ	#	12,25 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н., имеющий уч.звание "профессор"	#	2,50 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	2,00 	@
..........	#	Ассистент, к.н.	#	1,50 	@
..........	#	Ассистент 	#	2,75 	@
..........	#	Старший лаборант	#	0,50 	@
..........	#	Лаборант	#	2,00 	@
2.4.1.5.	#	КАФЕДРА ЛУЧЕВОЙ ДИАГНОСТИКИ И ЛУЧЕВОЙ ТЕРАПИИ	#	16,00 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н.	#	1,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	2,50 	@
..........	#	Доцент, к.н.	#	1,00 	@
..........	#	Ассистент, к.н.	#	2,50 	@
..........	#	Ассистент 	#	5,50 	@
..........	#	Старший лаборант	#	1,00 	@
..........	#	Лаборант	#	1,50 	@
2.4.1.6.	#	КАФЕДРА НЕРВНЫХ БОЛЕЗНЕЙ, НЕЙРОХИРУРГИИ И НЕВРОЛОГИИ	#	18,75 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н., имеющий уч.звание "профессор"	#	2,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	3,00 	@
..........	#	Ассистент, к.н.	#	3,50 	@
..........	#	Ассистент 	#	5,75 	@
..........	#	Старший лаборант	#	1,00 	@
..........	#	Лаборант	#	2,50 	@
2.4.1.7.	#	КАФЕДРА НОРМАЛЬНОЙ АНАТОМИИ	#	33,00 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н., имеющий уч.звание "профессор"	#	0,50 	@
..........	#	Профессор, д.н.	#	1,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	8,00 	@
..........	#	Доцент, к.н.	#	2,00 	@
..........	#	Ст. преподаватель	#	2,00 	@
..........	#	Ассистент, к.н.	#	7,00 	@
..........	#	Ассистент 	#	3,00 	@
..........	#	Старший лаборант	#	2,25 	@
..........	#	Лаборант	#	6,25 	@
2.4.1.8.	#	КАФЕДРА МЕДИЦИНСКОЙ ЭТИКИ И ФИЛОСОФИИ МЕДИЦИНЫ	#	16,50 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Доцент, д.н.	#	0,50 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	1,50 	@
..........	#	Ст. преподаватель	#	2,00 	@
..........	#	Преподаватель, к.н.	#	4,00 	@
..........	#	Преподаватель 	#	4,50 	@
..........	#	Старший лаборант	#	2,00 	@
..........	#	Лаборант	#	1,00 	@
2.4.1.9.	#	КАФЕДРА ОНКОЛОГИИ	#	7,75 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание доцент	#	1,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	0,50 	@
..........	#	Доцент, к.н.	#	2,25 	@
..........	#	Ассистент, к.н.	#	0,75 	@
..........	#	Ассистент	#	0,25 	@
..........	#	Старший лаборант	#	1,00 	@
..........	#	Лаборант	#	2,00 	@
2.4.1.1...........	#	КАФЕДРА ОБЩЕСТВЕННОГО ЗДОРОВЬЯ И ЗДРАВООХРАНЕНИЯ С КУРСОМ ОРГАНИЗАЦИИ ЗДРАВООХРАНЕНИЯ ФПО	#	17,50 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н., имеющий уч.звание "профессор"	#	0,50 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	5,00 	@
..........	#	Ассистент, к.н.	#	4,00 	@
..........	#	Ассистент 	#	4,00 	@
..........	#	Старший лаборант	#	1,00 	@
..........	#	Лаборант	#	2,00 	@
2.4.1.11.	#	КАФЕДРА ХИРУРГИИ № 1	#	17,50 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание доцент	#	1,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	5,00 	@
..........	#	Доцент, к.н.	#	1,25 	@
..........	#	Ассистент, к.н.	#	3,25 	@
..........	#	Ассистент 	#	1,00 	@
..........	#	Старший лаборант	#	2,00 	@
..........	#	Лаборант	#	4,00 	@
2.4.1.12.	#	КАФЕДРА ТРАВМАТОЛОГИИ И ОРТОПЕДИИ	#	11,50 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н.	#	1,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	4,00 	@
..........	#	Доцент, к.н.	#	1,00 	@
..........	#	Доцент	#	1,00 	@
..........	#	Преподаватель 	#	0,25 	@
..........	#	Ассистент, к.н.	#	1,00 	@
..........	#	Ассистент 	#	0,50 	@
..........	#	Старший лаборант	#	0,75 	@
..........	#	Лаборант	#	1,00 	@
2.4.2.	#	2-й МЕДИЦИНСКИЙ ФАКУЛЬТЕТ	#	188,00 	@
..........	#	Декан факультета с численностью обучающихся до 1000	#	1,00 	@
2.4.2.1.	#	КАФЕДРА АКУШЕРСТВА И ГИНЕКОЛОГИИ №2	#	13,50 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	3,00 	@
..........	#	Доцент, к.н.	#	3,00 	@
..........	#	Ассистент, к.н.	#	2,50 	@
..........	#	Ассистент	#	1,00 	@
..........	#	Старший лаборант	#	1,00 	@
..........	#	Лаборант	#	2,00 	@
2.4.2.2.	#	КАФЕДРА ВНУТРЕННЕЙ МЕДИЦИНЫ № 2	#	24,75 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н., имеющий уч.звание "профессор"	#	3,25 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	6,75 	@
..........	#	Доцент, к.н.	#	1,00 	@
..........	#	Ассистент, к.н.	#	3,25 	@
..........	#	Ассистент	#	2,50 	@
..........	#	Старший лаборант	#	3,00 	@
..........	#	Лаборант	#	4,00 	@
2.4.2.3.	#	КАФЕДРА ГИГИЕНЫ ОБЩЕЙ С ЭКОЛОГИЕЙ	#	19,50 	@
..........	#	Заведующий кафедрой, д.н., имеющий звание профессор	#	1,00 	@
..........	#	Профессор, д.н., имеющий уч.звание "профессор"	#	1,50 	@
..........	#	Доцент, к.н., имеющий уч. звание "доцент"	#	6,25 	@
..........	#	Ассистент, к.н.	#	3,75 	@
..........	#	Ассистент 	#	4,00 	@
..........	#	Старший лаборант	#	1,00 	@
..........	#	Лаборант	#	2,00 	@
